Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,4 Years,"Minimum qualifications for entry into the Bachelor of Science Honours in Engineering programme at OUSL as per the New Registration Guide 2023/24.
",Intermediate,,Colombo,"Graduates are employed as engineers at various levels in the construction industry, involved in design, construction, and maintenance of infrastructure such as buildings, roads, railways, bridges, canals, dams, harbours, airports, and water supply, sewage, and irrigation schemes.
",Bachelor of Science Honours in Engineering – Civil Engineering,https://ou.ac.lk/programme/bachelor-of-science-honours-in-engineering-civil-engineering/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,5 Years,"Completion of G.C.E. A/L in Physical Science/Bio-Science/Technology stream with ICT; passed G.C.E. O/L including “B” passes for Mathematics and Science/ICT and a “C” pass for English. Exemptions may apply for students with prior academic qualifications beyond standard entry requirements.
",Intermediate,"Rs.550,000.00",Colombo,"Electronics Engineer, Communication Systems Engineer, Data Networking Engineer, Mobile Communications Engineer, Television & Radio Broadcasting Engineer, Satellite Communication Engineer, Instrumentation Engineer, Control Systems Engineer
",Bachelor of Science Honours in Engineering – Electronics & Communication Engineering,https://ou.ac.lk/programme/bachelor-of-science-honours-in-engineering-electronics-communication-engineering/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,5 Years,"Applicants must meet the general OUSL admission criteria. Prior academic qualifications beyond standard entry requirements may allow for course exemptions. Applicants are expected to have knowledge in mathematics, science, and computing fundamentals. Specific exemption details are provided in the OUSL Student Guidebook.
",Intermediate,"Rs.550,000.00",Colombo,"Embedded Systems Engineer, Computer Hardware Designer, Network Engineer, Software Developer
",Bachelor of Science Honours in Engineering – Computer Engineering,https://ou.ac.lk/programme/bachelor-of-science-honours-in-engineering-computer-engineering/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,4 Years,"Applicants should meet the general admission requirements of the Open University of Sri Lanka. Those with accepted formal post-secondary educational qualifications may complete the program in a shorter period. Students with prior academic qualifications beyond standard entry requirements may apply for course exemptions as detailed in the BSE Guidebook 2025/2026.
",Intermediate,"Rs.660,000.00",Colombo,"Software Engineer, System Analyst, Software Architect, Quality Assurance Engineer, Project Manager, IT Consultant
",Bachelor of Software Engineering Honours,https://ou.ac.lk/programme/bachelor-of-software-engineering-honours/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,4 Years,"Candidates must satisfy the general admission requirements of the Open University of Sri Lanka. Students with prior academic qualifications beyond standard entry requirements may be eligible for course exemptions based on their learning history. Exemptions are subject to Faculty approval and students must still earn the minimum number of credits required for the award.
",Intermediate,"Rs.550,000.00",Colombo,"Electronics Engineer, Communication Engineer, Network Engineer, Broadcast Engineer, Control Systems Engineer, Instrumentation Engineer, Satellite Communication Engineer, Research and Development Engineer
",Bachelor of Science Honours in Engineering – Electronics & Communication Engineering,https://ou.ac.lk/programme/bachelor-of-science-honours-in-engineering-electronics-communication-engineering/
Open University of Sri Lanka,Faculty of Health Sciences,English,Full Time,4 Years,"Applicants should meet the general admission requirements of the Open University of Sri Lanka. Specific entry qualifications may include completion of G.C.E. A/Ls in the Science stream or equivalent qualifications acceptable to the Senate of OUSL. Work-based training is an integral part of the program.
",Intermediate,,Colombo,"Medical Laboratory Scientist, Medical Laboratory Technologist, Clinical Biochemist, Microbiologist, Haematologist, Histopathologist, Research Assistant, Laboratory Manager
",Bachelor of Medical Laboratory Sciences Honours,https://ou.ac.lk/programme/bachelor-of-medical-laboratory-sciences-honours/
Open University of Sri Lanka,Faculty of Health Sciences,English,Full Time,2 Years,"Applicants must possess a Diploma in Nursing qualification to be exempted from Levels 3 and 4. Those with this qualification are required to complete 60 credits at Levels 5 and 6 to obtain the BSc Honours Degree in Nursing.
",Intermediate,"Rs. 243,900.00.00",Colombo,"Registered Nurse, Clinical Nurse Specialist, Nursing Officer, Public Health Nurse, Nurse Educator, Research Nurse, Nurse Administrator
",Bachelor of Science Honours in Nursing,https://ou.ac.lk/programme/bachelor-of-science-honours-in-nursing/
Open University of Sri Lanka,Faculty of Health Sciences,English,Full Time,4 Years,"Applicants should meet the general admission requirements of The Open University of Sri Lanka and be eligible for admission to the Faculty of Health Sciences. The programme is designed for those interested in becoming professional pharmacists, with knowledge and skills in Pharmacy and Pharmaceutical Sciences suited to the healthcare sector and academic or research fields.
",Intermediate,,Colombo,"Community Pharmacist, Hospital Pharmacist, Industrial Pharmacist, Regulatory Affairs Officer, Research Scientist, Academic Lecturer
",Bachelor of Pharmacy Honours Degree Programme,https://ou.ac.lk/programme/bachelor-of-pharmacy-honours-degree-programme/
Open University of Sri Lanka,Faculty of Health Sciences,English,Full Time,4 Years,"Applicants must meet the general admission requirements of the Open University of Sri Lanka. The programme is open to individuals interested in understanding the discipline of Psychology and its subfields. Students are required to complete courses at Levels 3, 4, 5, and 6, with a total of 120 credits over four years.
",Intermediate,"Rs. 450,000.00",Colombo,"Clinical Psychologist, Counselling Psychologist, Educational Psychologist, Research Assistant, Human Resource Executive, Rehabilitation Specialist, Academic Researcher
",Bachelor of Science Honours in Psychology,https://ou.ac.lk/programme/bachelor-of-science-honours-in-psychology/
Open University of Sri Lanka,Faculty of Humanities and Social Sciences,English,Full Time,4 Years,"Applicants should possess the qualifications required for university entry as specified by the University Grants Commission of Sri Lanka. The programme is designed for individuals interested in pursuing a career in English Language Teaching and includes core subjects in Applied Linguistics, Literature, Education, and ELT methodology.
",Intermediate,,Colombo,"English Language Teacher, ELT Instructor, Curriculum Developer, Education Consultant, Language Trainer, Researcher in Applied Linguistics
",Bachelor of Arts in English and English Language Teaching,https://ou.ac.lk/programme/bachelor-of-arts-in-english-and-english-language-teaching/
Open University of Sri Lanka,Faculty of Humanities and Social Sciences,English,Full Time,4 Years,"Applicants should possess qualifications as stipulated by the Open University of Sri Lanka regulations for admission to the LL.B Honours programme. Admission is generally open to those who have fulfilled university entry requirements through G.C.E. A/L or equivalent qualifications, or those meeting specific OUSL entry criteria.
",Intermediate,"Rs. 286,140.00",Colombo,"Legal Practitioner, Corporate Lawyer, Legal Advisor, Compliance Officer, Legal Consultant, Researcher, Policy Analyst, Academic in Law
",Bachelor of Laws Degree Programme (LLB),https://ou.ac.lk/programme/bachelor-of-laws-degree-programme-llb/
Open University of Sri Lanka,Faculty of Natural Sciences,English,Full Time,4 Years,"Students from any academic background are eligible to apply. Those with a foundation certificate from the Open University or equivalent qualifications may join directly. The program is open to working professionals and individuals who prefer flexible study schedules.
",Intermediate,"Rs.300,000.00",Colombo,"Software Developer, Systems Analyst, IT Consultant, Web Developer, Database Administrator, Information Technology Manager
",Bachelor of Science in Information Technology,https://ou.ac.lk/programme/bscit/
Open University of Sri Lanka,Faculty of Natural Sciences,English,Full Time,4 Years,"Applicants who have completed Level 3 and 4 of the Bachelor of Science program with Mathematics as a major subject, or possess equivalent qualifications, are eligible to enroll in the Honours programme.
",Intermediate,"Rs.370,500.00",Colombo,"Mathematician, Data Analyst, Statistician, Research Scientist, Actuarial Analyst, University Lecturer
",Bachelor of Science Honours in Mathematics,https://ou.ac.lk/programme/bscmathematics/
Open University of Sri Lanka,Faculty of Natural Sciences,English,Full Time,4 Years,"Students who have successfully completed Levels 3 and 4 of the BSc in Physics major, or equivalent qualifications, may proceed to the Honours degree.
",Intermediate,"Rs.370,500.00",Colombo,"Physicist, Laboratory Technician, Research Scientist, Electronics Engineer, Academic Lecturer
",Bachelor of Science honours in Physics,https://ou.ac.lk/programme/bscphysics/
Open University of Sri Lanka,Faculty of Natural Sciences,English,Full Time,4 Years,"Students who have completed Zoology as a major subject in Levels 3 and 4 of the BSc programme are eligible for selection to the Honours degree in Zoology.
",Intermediate,"Rs.370,500.00",Colombo,"Zoologist, Wildlife Biologist, Environmental Consultant, Ecologist, Conservation Officer, Research Scientist
",Bachelor of Science Honours in Zoology,https://ou.ac.lk/programme/bsczoology/
Open University of Sri Lanka,Faculty of Management Studies,English,Full Time,4 Years,"Applicants must satisfy the general admission requirements of the Open University of Sri Lanka. Candidates with prior qualifications in accounting, finance, or business-related fields are encouraged to apply.
",Intermediate,"Rs.250,000.00",Colombo,"Accountant, Financial Analyst, Auditor, Investment Advisor, Business Consultant, Finance Manager
",Bachelor of Management Studies Honours in Accounting and Finance,https://ou.ac.lk/programme/bachelor-of-management-studies-honours-in-accounting-and-finance/
